country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","31-03-2025 00:00:00",26.295810,73.082283,NH3,1,3,2
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","31-03-2025 00:00:00",26.295810,73.082283,CO,12,80,40
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","31-03-2025 00:00:00",24.041198,74.780702,NH3,3,6,4
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","31-03-2025 00:00:00",25.036360,73.883502,PM2.5,16,216,68
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","31-03-2025 00:00:00",12.9099161,80.1076538,PM10,18,25,20
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","31-03-2025 00:00:00",12.9099161,80.1076538,NO2,17,25,18
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","31-03-2025 00:00:00",12.9099161,80.1076538,NH3,5,6,6
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","31-03-2025 00:00:00",12.9099161,80.1076538,CO,17,32,27
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","31-03-2025 00:00:00",13.1278,80.2642,PM10,30,67,46
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","31-03-2025 00:00:00",13.1278,80.2642,OZONE,19,44,32
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","31-03-2025 00:00:00",13.1662,80.2584,OZONE,34,55,45
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","31-03-2025 00:00:00",13.164544,80.26285,CO,50,99,76
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","31-03-2025 00:00:00",12.9533,80.2357,PM2.5,38,72,55
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","31-03-2025 00:00:00",12.9533,80.2357,PM10,51,129,85
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","31-03-2025 00:00:00",26.159933,75.780517,NO2,8,118,38
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","31-03-2025 00:00:00",26.159933,75.780517,NH3,3,7,5
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","31-03-2025 00:00:00",24.5886166,73.6321397,PM10,46,117,86
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","31-03-2025 00:00:00",12.9533,80.2357,CO,30,44,34
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","31-03-2025 00:00:00",13.1036,80.2909,SO2,5,10,8
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","31-03-2025 00:00:00",27.608912,75.153302,CO,12,108,57
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","31-03-2025 00:00:00",27.608912,75.153302,OZONE,4,93,39
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","31-03-2025 00:00:00",13.1662,80.2584,PM2.5,7,116,40
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","31-03-2025 00:00:00",13.1662,80.2584,SO2,18,21,19
India,Sikkim,Gangtok,"Zero Point GICI, Gangtok - SSPCB","31-03-2025 00:00:00",27.338530,88.614099,CO,18,41,28
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","31-03-2025 00:00:00",24.5886166,73.6321397,CO,5,96,58
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","31-03-2025 00:00:00",26.159933,75.780517,PM2.5,13,273,73
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","31-03-2025 00:00:00",9.36399,78.831977,NH3,1,1,1
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","31-03-2025 00:00:00",11.679111,78.125052,PM2.5,32,156,80
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","31-03-2025 00:00:00",11.679111,78.125052,OZONE,16,17,16
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","31-03-2025 00:00:00",10.7654824,79.1389968,PM2.5,55,77,65
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","31-03-2025 00:00:00",10.7654824,79.1389968,NO2,4,5,4
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","31-03-2025 00:00:00",10.7654824,79.1389968,SO2,16,17,16
India,TamilNadu,Thanjavur,"Parisutham Nagar, Thanjavur - TNPCB","31-03-2025 00:00:00",10.7654824,79.1389968,OZONE,5,16,9
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","31-03-2025 00:00:00",13.1036,80.2909,OZONE,6,29,20
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","31-03-2025 00:00:00",13.0052189,80.2398125,PM10,58,83,69
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","31-03-2025 00:00:00",13.0052189,80.2398125,NH3,4,4,4
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","31-03-2025 00:00:00",13.0052189,80.2398125,CO,46,64,52
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","31-03-2025 00:00:00",11.0328,77.0349,PM10,37,98,61
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB","31-03-2025 00:00:00",11.7637683,79.7499835,NO2,4,8,6
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","31-03-2025 00:00:00",10.358535,77.984321,NH3,1,1,1
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","31-03-2025 00:00:00",13.4127,80.1081,NH3,4,7,6
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","31-03-2025 00:00:00",13.4127,80.1081,SO2,5,35,14
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","31-03-2025 00:00:00",11.0328,77.0349,NH3,2,2,2
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","31-03-2025 00:00:00",10.942451,76.978996,CO,24,37,28
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","31-03-2025 00:00:00",10.942451,76.978996,OZONE,1,81,39
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","31-03-2025 00:00:00",11.4068288,76.7138973,OZONE,5,6,5
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","31-03-2025 00:00:00",10.681158,78.741746,CO,NA,NA,NA
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","31-03-2025 00:00:00",11.258242,77.552761,CO,46,52,47
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","31-03-2025 00:00:00",11.258242,77.552761,OZONE,6,8,7
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB","31-03-2025 00:00:00",12.746998,77.813811,NH3,1,1,1
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB","31-03-2025 00:00:00",12.746998,77.813811,OZONE,40,40,40
India,TamilNadu,Namakkal,"Ponnusamy Nagar, Namakkal - TNPCB","31-03-2025 00:00:00",11.273992,78.163545,PM10,67,143,87
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","31-03-2025 00:00:00",9.865935,78.022669,OZONE,6,6,6
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","31-03-2025 00:00:00",11.0973603,77.3228673,NO2,NA,NA,NA
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","31-03-2025 00:00:00",11.0973603,77.3228673,CO,NA,NA,NA
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","31-03-2025 00:00:00",12.909494,79.131861,OZONE,2,42,24
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","31-03-2025 00:00:00",9.559382,77.948828,PM2.5,35,305,85
India,TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB","31-03-2025 00:00:00",9.559382,77.948828,PM10,47,207,93
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","31-03-2025 00:00:00",17.470431,78.566959,PM2.5,46,79,61
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","31-03-2025 00:00:00",17.518400,78.278777,OZONE,26,122,64
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","31-03-2025 00:00:00",17.5316895,78.218939,PM10,105,143,124
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","31-03-2025 00:00:00",17.5316895,78.218939,SO2,1,20,7
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB","31-03-2025 00:00:00",10.830158,78.691849,PM2.5,45,78,55
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","31-03-2025 00:00:00",8.728442,77.6962,NO2,10,38,19
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","31-03-2025 00:00:00",8.728442,77.6962,NH3,1,11,4
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","31-03-2025 00:00:00",8.728442,77.6962,SO2,25,47,37
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","31-03-2025 00:00:00",17.349694,78.451437,CO,2,18,10
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","31-03-2025 00:00:00",17.349694,78.451437,OZONE,22,25,24
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","31-03-2025 00:00:00",23.8175497,91.2726974,CO,8,44,30
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","31-03-2025 00:00:00",17.429398,78.569354,NO2,11,19,14
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","31-03-2025 00:00:00",17.429398,78.569354,SO2,7,19,11
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","31-03-2025 00:00:00",17.37206,78.50864,PM2.5,38,84,55
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","31-03-2025 00:00:00",17.417094,78.457437,SO2,7,11,9
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","31-03-2025 00:00:00",17.417094,78.457437,OZONE,11,11,11
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","31-03-2025 00:00:00",17.349694,78.451437,PM2.5,144,187,163
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","31-03-2025 00:00:00",17.585705,78.126199,NH3,4,4,4
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","31-03-2025 00:00:00",17.393559,78.339194,SO2,9,12,10
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","31-03-2025 00:00:00",17.393559,78.339194,CO,35,42,37
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","31-03-2025 00:00:00",17.540891,78.358528,CO,4,130,30
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","31-03-2025 00:00:00",17.460103,78.334361,NO2,31,64,47
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","31-03-2025 00:00:00",17.5316895,78.218939,OZONE,1,60,35
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","31-03-2025 00:00:00",28.406963,77.849831,NO2,19,95,51
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","31-03-2025 00:00:00",27.168897,78.376960,PM2.5,18,60,36
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","31-03-2025 00:00:00",27.168897,78.376960,NH3,1,2,2
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","31-03-2025 00:00:00",27.168897,78.376960,OZONE,3,21,6
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","31-03-2025 00:00:00",27.1594,78.3953,NO2,15,15,15
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","31-03-2025 00:00:00",27.1594,78.3953,SO2,3,101,38
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","31-03-2025 00:00:00",27.1594,78.3953,OZONE,2,53,31
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","31-03-2025 00:00:00",28.646233,77.358075,PM2.5,12,96,37
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","31-03-2025 00:00:00",28.646233,77.358075,NH3,2,8,4
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","31-03-2025 00:00:00",28.646233,77.358075,OZONE,10,57,32
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","31-03-2025 00:00:00",28.757294,77.278792,PM2.5,222,419,321
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","31-03-2025 00:00:00",25.4547,78.6039,SO2,33,39,35
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","31-03-2025 00:00:00",26.428282,80.327067,PM2.5,24,98,50
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","31-03-2025 00:00:00",26.428282,80.327067,PM10,68,153,100
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","31-03-2025 00:00:00",26.428282,80.327067,NO2,22,23,22
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","31-03-2025 00:00:00",26.428282,80.327067,NH3,2,2,2
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","31-03-2025 00:00:00",26.428282,80.327067,OZONE,8,43,25
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","31-03-2025 00:00:00",26.509954,80.249612,OZONE,14,17,16
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","31-03-2025 00:00:00",26.4703136,80.3229863,PM2.5,17,71,35
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","31-03-2025 00:00:00",27.23711,78.01936,OZONE,3,48,33
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","31-03-2025 00:00:00",27.106972,78.000111,NO2,13,13,13
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","31-03-2025 00:00:00",27.106972,78.000111,NH3,5,5,5
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","31-03-2025 00:00:00",27.19412,77.96237,NO2,31,32,31
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","31-03-2025 00:00:00",27.169338,78.03582,CO,8,36,20
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","31-03-2025 00:00:00",27.169338,78.03582,OZONE,9,64,36
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","31-03-2025 00:00:00",27.19862,77.92066,PM2.5,14,86,36
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","31-03-2025 00:00:00",26.4703136,80.3229863,SO2,16,19,17
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","31-03-2025 00:00:00",28.2348927,77.8683002,PM2.5,22,78,43
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","31-03-2025 00:00:00",28.2348927,77.8683002,NO2,2,4,3
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","31-03-2025 00:00:00",26.766433,80.927299,PM2.5,25,256,63
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","31-03-2025 00:00:00",28.359581,79.414455,PM2.5,2,8,5
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","31-03-2025 00:00:00",28.38910936,79.42963708,PM10,68,107,88
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","31-03-2025 00:00:00",28.47272,77.482000,PM10,54,112,73
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","31-03-2025 00:00:00",28.557054,77.453663,NO2,32,106,51
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","31-03-2025 00:00:00",26.90723,80.98579,PM10,51,189,78
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","31-03-2025 00:00:00",26.90723,80.98579,CO,10,39,22
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","31-03-2025 00:00:00",27.23711,78.01936,PM10,29,102,62
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","31-03-2025 00:00:00",27.23711,78.01936,NH3,1,2,1
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","31-03-2025 00:00:00",28.6603346,77.3572563,PM10,56,141,83
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","31-03-2025 00:00:00",28.5447608,77.3231257,CO,30,89,58
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","31-03-2025 00:00:00",28.5447608,77.3231257,OZONE,6,97,52
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","31-03-2025 00:00:00",28.6245479,77.3577104,CO,10,27,18
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","31-03-2025 00:00:00",28.5898,77.3101,CO,26,103,60
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","31-03-2025 00:00:00",28.569230,77.393848,PM10,62,119,95
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","31-03-2025 00:00:00",28.569230,77.393848,SO2,34,51,41
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","31-03-2025 00:00:00",25.425602,81.917152,NH3,5,5,5
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","31-03-2025 00:00:00",26.8458805,80.9365541,OZONE,27,41,39
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","31-03-2025 00:00:00",26.83399722,80.8917361,SO2,1,121,18
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","31-03-2025 00:00:00",28.999264,77.7590354,NO2,12,30,22
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","31-03-2025 00:00:00",28.9535882,77.7622941,PM2.5,5,32,18
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","31-03-2025 00:00:00",28.9535882,77.7622941,PM10,62,90,77
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","31-03-2025 00:00:00",28.9535882,77.7622941,NH3,4,6,5
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","31-03-2025 00:00:00",25.494,81.863,SO2,19,27,22
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","31-03-2025 00:00:00",25.494,81.863,CO,12,30,19
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","31-03-2025 00:00:00","25.44919916 ","81.82735986 ",CO,5,35,18
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","31-03-2025 00:00:00","25.44919916 ","81.82735986 ",OZONE,11,12,11
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","31-03-2025 00:00:00",25.3505986,82.9083074,PM2.5,16,100,48
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","31-03-2025 00:00:00",29.4723508,77.7194031,NH3,7,9,8
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","31-03-2025 00:00:00",29.4723508,77.7194031,OZONE,41,114,63
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","31-03-2025 00:00:00",28.5447608,77.3231257,NO2,14,91,39
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","31-03-2025 00:00:00",29.063510,77.709723,CO,32,84,58
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","31-03-2025 00:00:00",28.83526,78.74460,NO2,23,24,23
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","31-03-2025 00:00:00",28.83526,78.74460,CO,29,38,33
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","31-03-2025 00:00:00",25.262326,82.995408,PM2.5,20,93,53
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","31-03-2025 00:00:00",25.262326,82.995408,SO2,24,58,40
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB","31-03-2025 00:00:00",27.5714090,77.6557570,OZONE,9,13,11
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","31-03-2025 00:00:00",29.063510,77.709723,NH3,8,14,11
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","31-03-2025 00:00:00",28.849399,78.742362,SO2,26,48,38
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","31-03-2025 00:00:00",22.554954,88.292568,NH3,1,4,2
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","31-03-2025 00:00:00",22.6025571,88.3105664,PM10,61,130,101
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","31-03-2025 00:00:00",22.611968,88.347422,SO2,8,12,10
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","31-03-2025 00:00:00",22.5687319,88.2797276,PM2.5,93,152,113
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","31-03-2025 00:00:00",22.5687319,88.2797276,SO2,9,45,23
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","31-03-2025 00:00:00",22.5687319,88.2797276,OZONE,15,63,34
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","31-03-2025 00:00:00",22.5367507,88.3638022,PM2.5,74,127,94
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB","31-03-2025 00:00:00",23.5087640,87.3544400,PM2.5,34,317,132
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","31-03-2025 00:00:00",22.06047,88.109737,PM10,44,112,86
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","31-03-2025 00:00:00",22.629801,88.352017,PM2.5,49,80,60
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","31-03-2025 00:00:00",29.2124114,78.9611753,NH3,3,7,5
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","31-03-2025 00:00:00",30.075911,78.2859547,PM2.5,29,75,43
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","31-03-2025 00:00:00",23.6181830,87.1057180,CO,28,101,60
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","31-03-2025 00:00:00",23.616515,87.119133,SO2,18,39,25
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","31-03-2025 00:00:00",22.5367507,88.3638022,NO2,16,23,20
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","31-03-2025 00:00:00",22.5367507,88.3638022,NH3,7,10,8
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","31-03-2025 00:00:00",22.5367507,88.3638022,OZONE,17,52,29
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","31-03-2025 00:00:00",22.629801,88.352017,NO2,33,37,35
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","31-03-2025 00:00:00",22.554954,88.292568,PM10,76,115,100
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","31-03-2025 00:00:00",23.6181830,87.1057180,PM2.5,33,334,121
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","31-03-2025 00:00:00",23.6181830,87.1057180,PM10,53,258,122
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","31-03-2025 00:00:00",22.51106,88.35142,PM2.5,55,84,67
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","31-03-2025 00:00:00",22.51106,88.35142,NO2,10,41,23
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","31-03-2025 00:00:00",22.49929,88.36917,OZONE,14,73,35
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","31-03-2025 00:00:00",16.554731,80.649110,SO2,13,18,15
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","31-03-2025 00:00:00",17.72,83.3,PM2.5,23,103,56
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","31-03-2025 00:00:00",17.72,83.3,CO,9,63,31
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","31-03-2025 00:00:00",17.72,83.3,OZONE,8,15,12
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","31-03-2025 00:00:00",26.071318,91.87488,NH3,4,4,4
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","31-03-2025 00:00:00",26.187500,91.744194,CO,20,105,64
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","31-03-2025 00:00:00",26.181742,91.78063,CO,37,119,83
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","31-03-2025 00:00:00",26.181742,91.78063,OZONE,1,88,38
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","31-03-2025 00:00:00",26.349082,92.68449,NH3,4,4,4
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","31-03-2025 00:00:00",26.987634,94.636574,PM2.5,49,76,61
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","31-03-2025 00:00:00",16.9872867,81.7363176,NH3,3,9,5
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","31-03-2025 00:00:00",16.9872867,81.7363176,OZONE,6,7,6
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","31-03-2025 00:00:00",13.67,79.35,PM10,59,122,88
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","31-03-2025 00:00:00",13.67,79.35,NO2,15,42,24
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","31-03-2025 00:00:00",16.536107,80.594233,OZONE,22,51,30
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","31-03-2025 00:00:00",16.486692,80.699436,PM10,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","31-03-2025 00:00:00",16.486692,80.699436,SO2,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","31-03-2025 00:00:00",16.486692,80.699436,OZONE,25,26,25
